sample	TAL1	MEIS1	RUNX1	NPM1	FLT3	MPO	SPI1	ELANE	IDH1	KIT	GATA1	KLF1	DNMT3A	CSF3R	GATA2	IDH2	SOD1	cell_type
Eryth.CD34-CD71+GlyA-.1	12.8204455515	9.12787819929	11.9173044451	13.2133218202	5.77537006108	12.1976450184	6.74488036072	8.92870852508	11.9308789447	10.9182267735	6.50080134086	9.90360436738	5.65320554146	5.66630070345	11.0718989447	9.01436634499	11.5964392837	Eryth
Eryth.CD34-CD71+GlyA-.2	12.7643203906	7.95549452285	11.4009611148	13.2395569032	5.61133290663	9.52607502612	6.44303029922	7.17827503681	10.6690583792	9.33176175248	6.75335884518	9.69515999659	5.63867457366	5.04745179972	10.2052846266	8.41770318564	11.5903214355	Eryth
Eryth.CD34-CD71+GlyA-.3	12.4708585586	8.72602479933	11.9892485453	13.271994873	6.2476382767	12.0390859426	6.83541792349	9.25436229181	11.5477189773	10.0711703733	6.34521708274	8.25554152179	6.08547402634	5.81150241557	11.1425697401	9.14492584484	11.4461413094	Eryth
Eryth.CD34-CD71+GlyA-.4	12.8244351634	9.70782015169	12.2415004141	13.4952060634	5.74590736629	10.9827524717	6.36106953171	6.39718032096	12.0115871837	9.98992368224	7.04512848356	9.66609711486	5.85408624881	5.44638573003	11.6567423995	9.50293659017	11.8133485007	Eryth
Eryth.CD34-CD71+GlyA-.5	12.3092346547	8.85447357798	12.0360496733	13.5326935241	5.72884020219	13.16435228	7.07110781349	11.6868605041	12.2811479852	10.282549622	6.90001381934	10.1689063904	5.80973762706	6.97291586932	11.0262614601	9.60722096668	11.5661715325	Eryth
Eryth.CD34-CD71+GlyA-.6	12.5734591016	8.95137458458	12.001030286	13.398773544	5.83801822082	10.833122732	6.25723511688	7.28401421607	12.3582061089	10.1645844304	7.00456869021	11.5143328913	5.22823635674	5.82239861662	10.9252883635	9.5721811342	12.1210875579	Eryth
Eryth.CD34-CD71-GlyA+	12.5127387202	7.75552819066	7.98008529928	11.8680351018	6.44936789433	6.13433130187	6.26615657106	6.18778103603	7.26412126037	6.40650113469	6.46722672575	12.3159968502	5.9461242675	6.05434589368	7.76570884687	6.5249491639	12.4514996653	Eryth
Eryth.CD34-CD71-GlyA+.1	12.9666194471	6.03777660987	8.18399253656	8.88281172057	6.00989490026	6.60237052242	6.23305287998	5.72658665828	8.76831186349	6.03458007323	8.27280020391	12.786205745	5.57530769017	5.47578254355	7.32297801367	6.2097699186	12.7520012697	Eryth
Eryth.CD34-CD71-GlyA+.2	12.8581548284	6.64288581776	9.78565851906	11.3788885396	5.57795217076	7.20362478477	5.96919398882	5.4710477203	10.3675980834	7.32428148004	8.83704010266	12.2717324853	5.93051143377	5.70214293254	8.18778308307	7.76031936507	12.7610295102	Eryth
Eryth.CD34-CD71-GlyA+.3	12.5049090111	6.02159116427	7.98729942912	10.7482575068	5.71364844134	6.190471334	6.21917877041	5.44552476231	7.5752333321	6.06245799942	6.47172112255	11.7748616081	5.59764675452	5.13185488926	6.05630737273	6.62396186544	11.865660481	Eryth
Eryth.CD34-CD71-GlyA+.4	13.283456636	8.00546551006	10.9590602568	12.0786462409	5.48818877001	9.6297201924	6.71053081699	5.67886354657	10.9760173924	8.424859549	7.52447759504	11.3494792945	5.54528150561	5.32188140562	9.77926349599	9.63281094893	11.7430600455	Eryth
Eryth.CD34-CD71-GlyA+.5	13.4788082294	7.9280121531	10.1375763927	11.6917915245	6.03807065434	6.17441376395	6.80810446605	5.34269785297	9.88967296274	6.79021690461	7.41177133468	11.6769105156	5.43612770652	5.21763289449	7.61905954644	10.3043053137	11.9327145242	Eryth
Eryth.CD34-CD71loGlyA+	13.0045815991	7.27238392004	8.33457200716	11.0903637416	6.11659030404	6.38161043203	5.87435527606	5.95747681335	8.54364237993	7.58644641932	7.29714184278	12.4374790035	6.02691251328	5.65267363697	6.86381150605	8.36719557406	13.0001108694	Eryth
Eryth.CD34-CD71loGlyA+.1	13.0437872825	6.1157266149	8.46070753632	10.2711507427	6.20061845595	7.79552408729	5.91369137631	5.84739090788	8.29598450014	6.94066426488	8.636503592	12.7718249616	5.54174861505	5.70753067562	8.12403494568	8.38273435615	12.7236594122	Eryth
Eryth.CD34-CD71loGlyA+.2	13.1673622558	5.73285169778	7.03485312551	8.57725786835	5.67151441479	5.70873242796	6.97930396459	5.62271422545	5.99883372806	6.14740599143	7.74502308487	12.7433028203	6.28718526309	5.61707273106	6.13806297978	6.36874775831	13.0873502744	Eryth
Eryth.CD34-CD71loGlyA+.3	12.892251905	6.14098868518	9.58094734206	11.2830656016	5.63755845289	8.70079181431	6.66366353421	6.25971653294	10.2408411612	6.28058030255	8.72391801619	12.417749898	5.57325486575	5.19972415418	7.85587460828	7.72113853812	13.0340481874	Eryth
Eryth.CD34-CD71loGlyA+.4	12.5353738266	8.31645706814	11.6938826826	13.0750627944	6.15206356535	9.14710647589	6.60837126416	5.27712751526	10.7586385349	8.13638137902	6.7343588318	11.6705155045	5.6323498119	5.1930413395	11.2935785009	8.99910949631	12.2717567359	Eryth
Eryth.CD34-CD71loGlyA+.5	13.5273436253	6.25475022519	9.66279313481	11.7702299228	5.46661883957	8.9690303803	6.56096382521	5.60220283064	9.52909716974	6.7377539	7.27797877817	12.4087558632	5.7517474025	5.21646507464	7.9535755118	9.66523924763	12.0827402726	Eryth
Eryth.CD34-CD71loGlyA+.6	13.6298909851	6.35297566505	8.87984912145	12.4367893106	5.40800778756	7.61434386135	5.97725489067	5.29960396332	9.23436892736	7.22236829843	9.41633829968	12.8948141869	5.70011861357	5.28178754456	8.25308740189	10.4885519404	12.5656494719	Eryth
GMP	10.2602891723	6.22231132478	12.0050044883	12.6765307767	8.22306121459	12.8723181343	7.2030985343	7.14507771661	11.9907463945	10.5101788887	5.9411048504	5.63078878554	6.86988364797	6.22832853525	10.0860486653	7.8632131371	10.9511195533	GMP
GMP.1	10.2813414621	6.73240720836	11.8468706174	12.6557473238	9.1748277724	11.6163029258	6.79677801067	5.57974905037	11.8309159749	9.09489897701	5.6762501821	5.73306660882	5.64810842741	6.17793183344	9.48780083137	8.94315929953	10.7836713643	GMP
GMP.2	11.3436375491	6.61690026386	11.1932910594	12.201772182	7.34144136802	9.41339436674	7.6336529896	5.85860439659	11.6352193938	7.18977658981	5.505482622	8.07595661449	5.59374228351	6.90187021056	8.73660689643	8.31618799321	10.1363999147	GMP
GMP.3	12.1822383599	7.51924151941	12.8671178079	13.1415850322	6.11891305919	11.5914634601	6.43681254107	5.95547320125	11.7213815832	10.5357256496	5.93451923849	8.80358161477	6.48030050578	6.0251556036	12.4648087609	9.30863635391	11.1259916132	GMP
Gran.(Neutro Metamyelo)	9.56923969666	6.68189027887	11.410170854	12.7766628601	5.93214960849	8.69658984289	7.20125657313	5.77247102846	11.4347542573	6.72307450156	6.06080123143	6.11671894125	5.96952102273	5.95609340242	6.95145262494	8.43470853042	10.2571253426	Gran
Gran.(Neutro Metamyelo).1	10.5955533943	6.78105396083	11.4339897369	12.0986777153	5.61764410944	9.6446853402	8.07285969122	5.97150140736	12.1645817944	6.17625544085	5.41000714678	6.47895562923	5.75879679781	8.35045155188	7.63737372675	8.40064986502	10.1954187985	Gran
Gran.(Neutro Metamyelo).2	10.6427572215	6.76832275308	11.4406212272	12.3382542551	5.57386153046	9.80149494182	8.59204129761	6.50243629496	12.0676067545	6.31819713981	5.76857318743	5.38627087398	5.43962416528	8.51575162429	7.32136247859	8.83978594784	10.2975173111	Gran
Gran.(Neutro Metamyelo).3	10.7600751253	6.90321749325	11.415401601	12.2686896825	5.5525221117	10.1867433878	8.5737702587	7.45561316829	12.1172461968	6.53543101169	5.61232221722	6.01261120112	5.54428253855	8.58300100193	7.61675344904	8.84452906324	10.3287727717	Gran
Granulo (Neutro)	8.37100527215	5.94439791155	11.0996470157	12.2401683802	5.51116486617	6.97763951862	6.98384000142	5.60988677856	10.9334443134	5.75846514066	5.20024292839	6.41457845173	5.65395479361	8.45544405588	6.12989835027	7.99203997226	10.1269527586	Granulo (Neutro)
Granulo (Neutro).1	10.7733939476	6.32191812263	11.0516119216	12.4383263828	5.53344663584	11.1321833997	7.17552110288	8.07395095532	11.5451294411	6.39001126554	5.65415899082	7.02091013896	5.49191506533	6.04359799157	7.20581030183	8.58440180179	10.6749763462	Granulo (Neutro)
Granulo (Neutro).2	10.6543526736	6.47227139661	11.3905914758	12.2210214701	5.34010547483	9.81067215777	8.13203804837	6.61209229776	11.5231613104	6.22744303638	5.37639561429	6.23618971936	5.97104061731	5.92452902304	6.74019959628	9.27787654143	10.5452598294	Granulo (Neutro)
Granulo (Neutro).3	10.0984173548	5.95105759211	11.3638467305	12.4146643267	5.65708729421	10.4856563026	8.18869063733	6.57538143464	11.6806705273	6.63169052518	5.54219917786	7.04494494001	5.78497378765	6.25352968733	6.88174195856	9.16992732517	10.4661001604	Granulo (Neutro)
HSC CD133+ CD34dim	11.6808038556	10.4559710853	12.5714698246	13.3217702746	9.32373962691	9.52342884805	6.39679713496	5.66350874944	11.9240733229	10.9387736444	5.40934500859	5.95070736949	6.2225378841	5.80811663196	10.4230934007	8.76617332987	11.6995269011	HSC CD133+ CD34dim
HSC CD133+ CD34dim.1	12.0076295321	9.83969015432	12.5468174854	13.378205459	9.09034655931	11.766682354	6.99618741543	6.63941454139	11.8832059423	10.6368455174	6.14342951497	8.2337075046	6.06329607463	5.82518630913	10.7136648057	9.21927989262	11.9984164115	HSC CD133+ CD34dim
HSC CD133+ CD34dim.2	12.0474221228	10.0343119445	12.5977773301	13.4659867289	9.62426489812	11.057358903	6.26194265415	5.95163967412	12.1346570405	10.6585367315	5.76893195624	6.51840755429	6.45112647878	5.64787073912	11.3174048513	9.73891034476	11.6883817708	HSC CD133+ CD34dim
HSC CD133+ CD34dim.3	11.8375000332	10.0457940772	12.536525403	13.3613057293	10.0747711947	10.3107377789	6.36614441465	5.4544526683	12.0270963299	10.7294187868	5.63099203416	6.15259958671	6.12692829485	6.03615405302	11.0096199329	8.96779717729	11.7224255504	HSC CD133+ CD34dim
HSC CD133+ CD34dim.4	11.413085863	10.2855365661	12.5898636714	13.3751656993	9.85718371172	9.38855557657	6.21472125426	5.22439189044	11.8974797551	10.9463140596	5.62799434438	6.02889579038	6.50592043856	6.35045055034	10.4047392087	9.16702862104	11.6601984689	HSC CD133+ CD34dim
HSC CD133+ CD34dim.5	11.0807297949	9.91235590951	12.0432530632	13.0760893236	8.76906293075	7.47745903985	6.47741719914	5.72091184178	11.6076781247	9.10103131547	5.36920819522	7.26164871084	6.09076665343	5.62733100684	10.4614965424	8.89871640083	11.0240615168	HSC CD133+ CD34dim
HSC CD133+ CD34dim.6	11.7440612546	10.4027685543	12.6420849086	13.4100130097	9.0751694464	9.76630757269	6.29917714054	5.3933271521	11.8653961398	10.5277059584	5.65704722019	6.32197554527	6.60624543987	6.28853147092	10.5785168165	9.00923374668	11.4946332945	HSC CD133+ CD34dim
HSC CD133+ CD34dim.7	11.9748140014	10.2676780077	12.4479637853	13.2349211002	8.73871730954	9.12844773676	6.20707503427	5.52022192184	11.8999977358	10.6587383969	6.09558406358	6.28774204101	7.31233900752	5.95783597608	10.6740958815	8.96752014531	11.398547846	HSC CD133+ CD34dim
HSC CD133+ CD34dim.8	11.7994895779	10.2456669063	12.5018811851	13.3887950852	9.49373416418	9.17686289013	6.19078777365	5.58913617677	12.0963500941	10.9218317417	5.65601409294	6.77336256338	6.58524528296	5.87705885617	10.8549853606	9.01644409234	11.5758925747	HSC CD133+ CD34dim
HSC CD133+ CD34dim.9	11.5404828393	10.7019091276	12.17171691	13.4954492392	9.319914894	9.53657331621	6.77799838056	5.29522368887	10.7228762921	10.8136796697	5.53374324406	6.06828014551	6.5165359615	5.902500792	9.62021694529	9.76971181318	12.0280611373	HSC CD133+ CD34dim
MEP	12.1772902216	9.55231112644	12.5291937891	13.4081827991	8.35145614895	10.932733877	6.30203866071	5.67252671081	11.9230814702	11.0615833977	6.29409546631	8.47137355126	6.24808439261	5.53849821168	11.4767263649	9.35706046427	11.4133819691	MEP
MEP.1	12.3108985819	9.42139658805	12.3857609724	13.331505149	8.24752030794	10.6561915152	6.172175946	5.30045493582	12.0848521752	10.7886766808	5.58006512434	9.08388693848	6.29857428659	5.44717546358	11.2614759643	9.45024884432	11.595946325	MEP
MEP.2	12.4220779413	9.78266582162	12.2528355577	13.3414717514	8.37548336434	10.3631637545	6.40456048897	5.11401635752	12.2029993169	10.9593503043	6.30408034993	8.67411191649	6.6739390093	5.30416482426	11.3500760258	9.29694431025	11.5524494002	MEP
MEP.3	12.4481238437	9.56122357252	12.5672983914	13.5602065729	7.91114650911	11.3407263898	6.09209333974	5.55243209385	11.784668093	11.1043873872	6.38531862575	9.33401977505	5.87635192275	6.09063599061	11.7828422634	9.3867273693	11.8156952654	MEP
MEP.4	12.2897208374	8.39826088092	12.0481527385	13.6238918042	6.25700220489	9.89657069279	7.17756188866	5.52607397089	11.3983392025	10.445060132	6.2827090063	9.57467182508	5.86766832887	5.25934253004	11.1100250977	7.98884334537	11.3889860543	MEP
MEP.5	12.2164537055	8.88542794428	12.6348430585	13.5314980357	7.7738900217	10.0198997722	5.92622415459	5.58893387014	11.8489065261	10.3903619487	6.00937326844	9.16655807525	6.65842836666	5.73201861558	11.673206444	9.11956543536	11.5921602799	MEP
MEP.6	12.6588647102	7.8148634658	12.3615470126	13.3195907628	7.26510068338	8.99216603466	6.13799597795	5.30209949318	11.7012739954	9.62877933568	6.07864644979	9.06047491817	5.98319219978	5.40302801887	11.4305875226	8.74090456	11.4476855757	MEP
MEP.7	12.7672161593	8.39571386116	12.5371910341	13.4539568362	6.19913262983	8.99858647863	6.17386557994	5.32425847591	11.8583793762	10.2895180114	6.24441058503	9.42678397711	6.07792697775	5.32653185298	11.8578087205	9.1739043161	11.578854018	MEP
MEP.8	12.2963729043	8.55401997466	12.1231089288	12.9682366685	6.62077581526	10.0334784931	6.03669639668	5.92063144192	11.6554650253	10.2494023616	5.62559778111	9.69894958646	6.21856601354	5.36010320197	10.9174374031	8.57692526828	11.7285753808	MEP
Megakaryocyte	11.2652375695	7.67792187602	11.1446778284	12.557502764	5.40659839641	9.65810267947	6.80886809128	5.9165220368	11.0298162825	8.68382820711	5.72840802737	7.16585169222	6.14142811527	6.10821849445	9.39845352878	7.24541842335	10.4351095124	Megakaryocyte
Megakaryocyte.1	13.2519236228	9.92843058097	10.3329567925	11.3242239165	5.52114166233	6.38125633833	6.14465248438	5.50068168584	9.86162517023	6.32363753332	5.96465102073	7.54343162188	6.4272859032	5.43182572126	8.95175219938	7.26218736529	9.62660995915	Megakaryocyte
Megakaryocyte.2	13.5078284797	10.2543295916	11.5625024785	12.146469494	5.58940887644	9.64815413951	6.10179948365	6.12888158152	11.2612265324	7.45936818459	6.50379598095	8.64276201158	5.31110445934	5.30731274534	10.1066703474	8.20350243193	11.142736578	Megakaryocyte
Megakaryocyte.3	13.0595438762	9.60647834954	11.2937512527	12.3149238805	5.64588859079	6.83861690907	6.38201838448	5.51726081858	10.0499973233	7.07933112458	5.65688100982	8.74721765545	6.01564114443	5.1742216656	8.38413595678	7.70348276977	9.76787545772	Megakaryocyte
Megakaryocyte.4	12.3880480693	8.65124082289	10.8720993181	11.8613995199	5.50815493738	7.50490813149	6.79275971197	6.44055840481	10.2652972241	6.85536337435	5.71572339653	8.82096534069	5.67051935545	5.39013084638	8.81873237834	7.75349816609	10.0754194206	Megakaryocyte
Megakaryocyte.5	11.7173050872	6.5626688108	10.820516016	12.4866947158	5.50483027926	6.88434043396	6.36119497283	5.65093287982	10.700408004	8.28329785631	6.46515864595	8.99699325353	5.73492033998	5.24992561007	7.86361966413	7.4210252484	10.3469382549	Megakaryocyte
Megakaryocyte.6	11.7876703381	7.67784262973	9.99753183354	10.8851093889	5.49598296158	8.99404349353	7.64147421138	6.62895108321	9.84888917845	6.15028762013	6.10604235706	8.94419570097	6.6002526484	5.958798557	7.41137995179	6.73228390622	9.39672813701	Megakaryocyte
Monocyte	8.39868692288	5.45899667939	11.5294946405	12.406965781	6.52359962452	7.8576738817	7.74321250283	5.77080142588	12.1475372844	5.72261223418	5.27888680866	6.57634109708	5.33621935715	7.98613772099	6.45982627625	8.26543960231	10.2486299752	Monocyte
Monocyte.1	8.15556972197	5.4233431658	11.6791393749	12.397125934	6.88601592352	6.24207194903	8.11719634089	5.26780947781	12.3579417243	5.98401628667	5.17904487738	6.57730557982	5.499146403	8.33155818069	5.68020246007	8.34854649928	10.4141609421	Monocyte
Monocyte.2	8.90844317131	5.85582264135	11.3883553917	12.2105134035	6.19117393654	7.45473205466	7.81731777802	5.8743046975	12.3055403817	6.0240149967	5.40472084733	6.30895412915	5.70464101653	8.04779503388	6.66251968396	8.45451673265	10.0547067765	Monocyte
Monocyte.3	8.67344024046	5.92644306465	11.5416059376	12.2562316013	7.19375248419	7.5520929189	7.35929200485	5.60687268278	12.0887469509	5.79755180458	5.44368470237	6.53847445338	5.61427963199	8.05757241837	6.38694225036	7.73448482165	9.75140255013	Monocyte
Monocyte.4	9.60189374119	5.95573052687	10.9964472425	11.6342595965	5.48541577801	10.6073193701	8.07897569849	8.42397502671	11.3400568873	6.66026035384	5.49738478028	6.75512987962	5.77171316742	8.06284461944	6.92030931926	7.53147550994	9.42526461726	Monocyte
Myeloid DC	7.07711731113	5.4900184773	11.0628991932	12.548704962	9.96016003161	5.57807812599	7.43509119503	5.25028092449	11.6969460268	7.12322682955	5.25886485759	6.60455955208	5.6600588063	5.96787687551	5.87427689757	8.48023554772	10.7836636618	Myeloid DC
Myeloid DC.1	6.50332470622	5.73399133129	11.1601907705	12.5790761098	9.55833249561	5.63815083127	7.27821373296	5.13122193684	11.72055047	6.42424425107	5.38043341171	6.49229427864	5.56485080129	5.77073878005	5.68822954406	8.28290926481	10.7482498553	Myeloid DC
Myeloid DC.2	6.81771697239	5.64448764301	10.6139481633	12.5364329086	9.36604926876	5.59348468639	7.73669409541	5.37542588841	11.6822120075	6.73259578568	5.49550702595	6.41490579197	5.90742760359	6.08286351452	6.34392753349	8.09794337398	10.2415910327	Myeloid DC
Myeloid DC.3	6.75728182508	5.26933717847	10.5736080068	12.5842128176	9.70669929135	5.86807937521	7.58397769898	5.45177076116	11.240993176	7.44406995479	5.60407620073	6.71988920977	5.36492908057	5.60662251936	6.05688860131	7.64166757722	10.3344128992	Myeloid DC
Myeloid DC.4	6.65832595469	5.56369030098	10.0910250376	12.5743925971	8.92507359276	5.44289902108	7.26532565788	5.56190381563	11.0538449317	6.7196501926	5.68660779829	8.19097400793	5.67783077703	5.55764570133	5.52052648485	6.74934458319	9.15864289475	Myeloid DC
NK CD56+CD16+	6.30418296041	6.05221010593	11.0669697641	12.6845612674	5.30035350265	5.2267572718	6.30706669564	5.48164398143	10.6302198704	5.79727961918	5.45861567521	7.25088911221	5.82049526425	5.12012809857	5.54707246315	8.6654942992	10.0326214687	NK CD56+CD16+
NK CD56+CD16+.1	6.74541628447	5.77711586706	11.2356265577	12.6061349642	5.26569331262	5.45260442563	6.18836365438	5.3304031376	10.3860432508	5.51464373925	5.56513779583	7.611720255	5.72712590439	5.27181803887	5.63678959247	8.26500582903	9.7626040723	NK CD56+CD16+
NK CD56+CD16+.2	6.45565729316	5.70398449717	11.6056562089	12.7471512216	5.42311090744	5.17909385585	5.76720168759	5.4673239871	10.1086151276	6.02505203304	4.96012028105	6.49788370774	5.53403768562	5.07659786984	5.84232014446	9.50622425719	10.984388091	NK CD56+CD16+
NK CD56+CD16+.3	6.65619294302	5.80974850588	11.0095792019	12.6426826114	5.2495770478	5.40138328552	6.0121105128	5.35067008204	10.0887170465	5.62248939106	5.29613923785	6.90547417756	5.80211128694	5.14649624832	5.85400181735	8.67748927391	9.87484117309	NK CD56+CD16+
NK CD56+CD16+.4	6.40584121396	5.61750944171	11.8054498309	12.7553531434	5.47918274428	5.29752070425	6.18851105539	5.22591035842	10.3726325501	5.6907027881	5.4557926404	7.34935503371	5.66391022595	5.01866770438	5.72877836467	9.1160030157	9.97196444195	NK CD56+CD16+
NK CD56-CD16+	6.78185186734	5.35455634913	10.1797781822	11.6767163573	5.42928568892	5.26561252956	8.09954394842	5.27166442362	10.2350700875	5.69957030879	5.40845528895	7.15287768913	5.73380063992	5.45489319758	5.60276974972	8.24777576266	10.4869454003	NK CD56-CD16+
NK CD56-CD16+.1	7.01713182484	5.42801350427	9.7812578309	11.8808954677	5.46666273649	5.1067076033	8.28424582886	5.28205168558	9.84677033396	5.56987110456	5.34906256873	7.07606679244	5.83088713948	5.28916582285	6.43348146336	8.47737088107	11.0882229696	NK CD56-CD16+
NK CD56-CD16+.2	6.82628338061	5.36066104592	10.2327216125	11.9025075595	5.4263307024	5.42910831426	8.60659203383	5.16039112015	10.8711814344	5.84140341553	5.58172327409	6.34870253182	5.81825851842	5.91394064909	5.83091532029	9.05668474829	11.0148907712	NK CD56-CD16+
NK CD56-CD16+.3	6.37191413417	5.5118040463	8.97253931363	11.4257398763	5.43365166274	5.42205133215	7.97396250336	5.45964245704	9.18884515369	5.41063848665	5.51145477446	8.71261093046	6.02538744561	5.41016901111	5.59333040045	7.07857415807	10.0550939201	NK CD56-CD16+
NK CD56-CD16-	6.27478878995	5.80753610131	9.21808907518	12.8612194344	5.56677227047	5.42154501319	6.30827717008	5.52732867147	10.0401613713	8.0002443412	5.52110516994	7.3131917899	6.07045381546	5.08597853427	5.55191223272	7.8688089302	9.1685623939	NK CD56-CD16-
NK CD56-CD16-.1	6.83208068047	5.87983119919	10.1055107857	12.8649243115	5.43566112785	5.5331808729	6.03584517875	5.23577029393	10.5242402427	9.10569161828	5.38059180489	6.44778655497	6.02397719865	4.98580325717	5.89258265537	8.7733580381	9.94943040179	NK CD56-CD16-
NK CD56-CD16-.2	6.34501081516	5.9203593882	9.89264595874	12.7864718588	5.66672276549	5.38335026688	6.38694750617	5.31608263466	9.87476423636	7.19049795568	5.90677909646	7.90068820337	6.04371352119	5.03759611951	5.79270739744	8.52059500194	9.56417346703	NK CD56-CD16-
NK CD56-CD16-.3	6.71391843784	6.33072974778	10.1742267712	12.5395144846	5.40583673302	5.94168910576	5.71176621427	5.31649635603	10.836600645	10.200621633	5.13844289165	6.62305550762	5.68800158708	4.97334529837	6.31858474171	8.94420408661	9.27791900048	NK CD56-CD16-
NK CD56-CD16-.4	7.46101753651	5.90020609255	8.74663918982	12.9203282388	5.7184100679	5.98167910404	6.5084268996	5.53958076886	9.24037438811	8.0055201269	5.80221105535	8.80361984598	5.95716642522	5.20268122405	6.32655062862	7.00854392657	9.02129946482	NK CD56-CD16-
NKT	7.14444410268	5.91926982383	7.97224547288	12.1562948638	5.3454660803	5.31261580443	8.12163294808	6.00578572795	9.11888104557	5.50330178778	6.2447830103	9.01210691392	6.13954730132	5.74252285815	6.13109385651	5.10749367715	9.63682613293	NKT
NKT.1	6.82286098808	5.13803854568	9.92481018459	12.0226124704	5.76089359109	5.55080113026	8.701698305	5.32199969169	10.1852839552	5.64087750757	5.31291838659	7.07978634133	5.61848295081	5.23939994223	6.298664332	8.61201307633	11.6379012538	NKT
NKT.2	6.34521754163	5.70752372504	10.8946884998	12.9140432897	5.45370179191	5.24571751645	6.35606859657	5.37679187644	9.33774886389	6.32340420667	5.41380259474	6.89025759513	5.73795651471	5.14919789756	5.80284065427	7.50838671166	10.3138262339	NKT
NKT.3	7.13616442595	5.82575077374	9.78259604508	12.5335502491	5.42422950026	5.17340344227	6.43556890569	5.72033768998	7.79812257755	6.33243084607	5.85220432243	8.20530916491	6.5948646697	5.34682355445	6.01633223326	5.68173437233	9.29798949543	NKT
Naive B-cells	6.83868662167	5.5838830564	10.977707687	13.0425251104	5.56188432695	6.06048507821	6.50598832126	5.14346724332	10.6251383838	5.98203564761	5.55958906228	5.14306459447	5.53684892463	5.19704623109	5.82444786164	8.17155472386	10.5499492128	Naive B-cells
Naive B-cells.1	6.50655345306	5.55243581914	10.7199426314	13.2118659065	5.57739345261	5.68277252063	5.95875224482	5.15716945371	10.4831720394	6.02541185041	5.57941946287	5.98298323072	5.26896269759	5.21506040177	5.84743931061	8.09997740613	10.6030371863	Naive B-cells
Naive B-cells.2	6.89028822564	5.1891103615	10.6974153491	13.012351001	5.38460054381	5.8855629302	6.55024767044	5.55341607311	10.9139916568	6.12898353887	5.29515825921	5.142846506	5.85674470751	5.37691268825	6.07652413114	7.73409777496	10.488397778	Naive B-cells
Naive B-cells.3	6.81679164119	5.33423707439	10.5985340667	13.0468256565	5.99694621141	6.08867877476	6.15005390014	5.22110364469	10.1614908735	6.14726532889	5.53127638569	5.18968372997	5.49090910876	5.14356824985	5.8214363806	8.0604969023	10.799385431	Naive B-cells
Naive B-cells.4	6.61586198786	4.97684068967	10.7691974806	13.1646320328	5.7541883122	5.89513954659	6.52536749995	5.13184378827	10.4718405087	5.98265726905	5.37138621433	4.97700017419	5.53813704555	5.40087010581	5.83793456672	8.10435508634	10.866995935	Naive B-cells
Naive CD4+ T-cell	7.01913771679	5.57320474018	11.5130956781	12.8353695617	5.48727502413	5.74763922621	6.04480954161	5.19179062443	10.0018083716	6.39897251894	5.66116974795	6.68249641442	6.36174551136	4.85874879139	6.35855027025	7.84720276761	10.9815253639	Naive CD4+ T-cell
Naive CD4+ T-cell.1	7.6168298004	6.24473135295	11.0798081577	12.7831417358	5.7456042009	5.38630262728	6.16471087411	5.5455038145	9.53075898095	5.67296535637	5.40948582908	6.80071659894	6.47163395268	5.10065504723	6.46439533899	6.85053788296	10.5064536086	Naive CD4+ T-cell
Naive CD4+ T-cell.2	6.87719162866	6.48489515295	11.7050518989	13.0601792544	5.83176753569	6.2495699539	5.81362254922	5.57390370238	10.3070041637	6.1043523565	5.92960696949	5.13674841325	5.9628585891	5.82581501946	6.48663902301	8.71855108447	11.0865218112	Naive CD4+ T-cell
Naive CD4+ T-cell.3	7.06217304132	5.92749458718	11.5786391608	13.2073268475	5.35212818067	5.9019901671	6.04648688108	5.45845401494	10.2444981419	5.75848396189	5.28534403884	5.80132833818	6.3172667612	5.43145720619	6.14005149639	8.34209571909	11.4713849691	Naive CD4+ T-cell
Naive CD4+ T-cell.4	6.60059474249	5.58121677503	11.6404481682	13.2994751594	5.32543203202	5.61688805425	6.04549889169	5.20883983133	9.31224202994	5.7773910647	5.4290372431	6.71927711025	6.16664018673	5.11978856361	6.01252685842	7.44023704375	11.0261033801	Naive CD4+ T-cell
Naive CD4+ T-cell.5	6.6668032952	5.21366287693	11.8285638759	13.2522393643	5.33575324494	5.84444828587	5.49867376311	5.68231038523	9.81083854661	5.9492984061	5.59986743346	5.31888618191	6.36752486817	5.3859316862	6.12894946999	8.64993609137	11.3957754187	Naive CD4+ T-cell
Naive CD4+ T-cell.6	6.48504561633	5.32259277168	11.4348197286	13.1509111793	5.43798843909	5.63194592989	6.13275549869	5.20619824693	9.31807631701	5.53804879642	5.37567205071	6.48549174442	6.75699711291	5.05019160234	6.00959947811	8.25659179569	10.9718814319	Naive CD4+ T-cell
Naive CD8+ T-cell	7.47710388249	6.01779466883	11.2630503444	12.8071081769	5.42816794259	5.34785609863	5.98528424866	5.12657953488	10.0847113874	6.19256115137	5.09438881925	6.52712244315	5.91253861846	5.03894870899	6.21303635463	7.6439899832	10.6635175977	Naive CD8+ T-cell
Naive CD8+ T-cell.1	7.57367697773	5.94086596525	10.9647591139	12.654509406	5.76997040212	5.52318197622	6.15861770578	5.57262508028	9.61319512319	5.8669940364	5.21906467294	6.65731914115	6.10746150736	5.30150600849	6.05341792715	7.13985805302	10.8459320844	Naive CD8+ T-cell
